row_index,label,score
55168,1,0.022047552215239335
55169,1,0.01214644723060759
55170,1,0.04042623591512168
55171,1,0.01334602667538785
55172,1,0.007327408845182
55173,1,0.015959100837782663
55174,1,0.011347354457834554
55175,1,0.006386600834026853
55176,1,0.0057652772584722714
55177,1,0.005616699610105237
55178,1,0.005566756759357126
55179,1,0.014905252428147032
55180,1,0.005497731139100417
55181,1,0.0057077377814008035
55182,1,0.00584393936291889
55183,1,0.005928659274052199
55184,1,0.006569417167954581
55185,1,0.0068248731497905215
55186,1,0.007853342897654575
55187,1,0.0069303112066327775
55188,1,0.024507961874060877
55189,1,0.006789643439494419
55190,1,0.006632726182436994
55191,1,0.006114455790733038
55192,1,0.0060478769487128286
55193,1,0.00607840825700796
55194,1,0.006067789566575397
55195,1,0.0060244385459940816
55196,1,0.006033267083583943
55197,1,0.00603129072736806
55198,1,0.006128217173544475
55199,1,0.006202899896141379
55200,1,0.006209613390570659
55201,1,0.02396996361086646
55202,1,0.00603512515648539
55203,1,0.006126057780162659
55204,1,0.006130984408419169
55205,1,0.006174389250457033
55206,1,0.006664611050059019
55207,1,0.0067996753334703276
55208,1,0.0071722720888699855
55209,1,0.007117103697082224
55210,1,0.007079898212310987
55211,1,0.007155642419221115
55212,1,0.006407489361037509
55213,1,0.0059878416646904995
55214,1,0.0059178112237105295
55215,1,0.005535829880486467
55216,1,0.005389910631187998
55217,1,0.005362945856611357
55218,1,0.006348125347339672
55219,1,0.0076865527985529565
55220,1,0.008906427451451182
55221,1,0.008160238439283356
55222,1,0.010277419429585441
55223,1,0.009272416950328958
55224,1,0.010199400884087627
55225,1,0.01201793692189366
55226,1,0.014228921607854104
55227,1,0.041464273390730944
55228,1,0.03319605283860796
55229,1,0.03384353281709959
55230,1,0.0134405335452953
55231,1,0.024796606209577
55232,1,0.014200129727186305
55233,1,0.011616105910618894
55234,1,0.008509978601682452
55235,1,0.0070060434731851326
55236,1,0.006221486549465991
55237,1,0.0060517757586828315
55238,1,0.016467432106246533
55239,1,0.01926751930930673
55240,1,0.006686682048956141
55241,1,0.006673347603611599
55242,1,0.008946574489270135
55243,1,0.00881226681168838
55244,1,0.0065986610530897735
55245,1,0.006581806958723189
55246,1,0.006574046382298157
55247,1,0.006578791655746236
55248,1,0.006592502945586578
55249,1,0.006602909019543943
55250,1,0.0065705490517812375
55251,1,0.006625870724816164
55252,1,0.0066475037869817965
55253,1,0.006710341145834181
55254,1,0.006435617393454043
55255,1,0.006277452179657703
55256,1,0.006341513802193333
55257,1,0.006401619493767651
55258,1,0.0065066887851033635
55259,1,0.006602455751078965
55260,1,0.006723883328738483
55261,1,0.006700776930517862
55262,1,0.006875076262533799
55263,1,0.00669690744895585
55264,1,0.006872442244306626
55265,1,0.006694105221631516
55266,1,0.006669060463717506
55267,1,0.04076833127769601
55268,1,0.00634396575863608
55269,1,0.006179791944428274
55270,1,0.006087410954514188
55271,1,0.005660872231110349
55272,1,0.005145191113640966
55273,1,0.00523132853457059
55274,1,0.005109658690284112
55275,1,0.005181901778077942
55276,1,0.005098960787070041
55277,1,0.005247125207516201
55278,1,0.005586774440293273
55279,1,0.006160921279919208
55280,1,0.0063914152819959
55281,1,0.00661254432293341
55282,1,0.007406025577397936
55283,1,0.008099238833204795
55284,1,0.008826634807819185
55285,1,0.009233303718775227
55286,1,0.009957001288578689
55287,1,0.010876377502316346
55288,1,0.012694699141700936
55289,1,0.013153874713886245
55290,1,0.015442658010938954
55291,1,0.010988210527135119
55292,1,0.0220992340805117
55293,1,0.02389981797377963
55294,1,0.017090961984712254
55295,1,0.038653321773791396
55296,1,0.009821154064248706
55297,1,0.009620421995094448
55298,1,0.009571773612358473
55299,1,0.01985049858953809
55300,1,0.03595235671685096
55301,1,0.016918928666587917
55302,1,0.01125845458701603
55303,1,0.00816761557838734
55304,1,0.006465558806984198
55305,1,0.010438215815924835
55306,1,0.006197532481671849
55307,1,0.006106509005721098
55308,1,0.005986685570159423
55309,1,0.006039953269412885
55310,1,0.00625208256165393
55311,1,0.00632845422375105
55312,1,0.006435416593543337
55313,1,0.006398895105527607
55314,1,0.006361337672624623
55315,1,0.006316519580441724
55316,1,0.006179954211525507
55317,1,0.006117776466279656
55318,1,0.006096345307836921
55319,1,0.006093189039046753
55320,1,0.006091267724994067
55321,1,0.006069110561134551
55322,1,0.0059854946630905626
55323,1,0.031003231407813633
55324,1,0.005926471614082995
55325,1,0.005896604085172944
55326,1,0.005922758303452455
55327,1,0.005892510020688257
55328,1,0.005910390720470512
55329,1,0.006101844322414255
55330,1,0.006178129128379171
55331,1,0.006343404791918197
55332,1,0.006720197054904759
55333,1,0.006780397311487255
55334,1,0.006837353508218943
55335,1,0.007053063762516922
55336,1,0.007040899853492901
55337,1,0.006790655521583281
55338,1,0.0066372416777771065
55339,1,0.006225777714484626
55340,1,0.006153233286802983
55341,1,0.006030155091866651
55342,1,0.0059656897765432955
55343,1,0.0056544035606650375
55344,1,0.005619045867917214
55345,1,0.005649207921431377
55346,1,0.005490642991267588
55347,1,0.005662409679783767
55348,1,0.0058060588924208414
55349,1,0.006878434690676253
55350,1,0.01164002722570471
55351,1,0.012642741597487664
55352,1,0.013451148724665019
55353,1,0.015067074492513353
55354,1,0.01563052863063536
55355,1,0.02948625147327153
55356,1,0.05353371610445277
55357,1,0.03319116457645507
55358,1,0.01745581432615808
55359,1,0.011146793812404136
55360,1,0.01108061568878027
55361,1,0.011045108992467391
55362,1,0.03470483807090956
55363,1,0.035774787947016586
55364,1,0.011795456478264707
55365,1,0.018589092430374456
55366,1,0.0137754075965832
55367,1,0.006195523753987899
55368,1,0.0059676798264184615
55369,1,0.00543968672598044
55370,1,0.00591665180129536
55371,1,0.006928331758996259
55372,1,0.007140494313530134
55373,1,0.007339765517272605
55374,1,0.007602645955041334
55375,1,0.0070488138982965
55376,1,0.006950331905606932
55377,1,0.006874443378884513
55378,1,0.006817046705800507
55379,1,0.006880667106855708
55380,1,0.006936093443257887
55381,1,0.013586475287681607
55382,1,0.23422183572818797
55383,1,0.006848523997090243
55384,1,0.006981439826680049
55385,1,0.006960932718988621
55386,1,0.007203089143028171
55387,1,0.007215296030016565
55388,1,0.00722992523639048
55389,1,0.007247572704378793
55390,1,0.007429922161390884
55391,1,0.007453152136868829
55392,1,0.007796634841962904
55393,1,0.006651196623788341
55394,1,0.0059310320142667095
55395,1,0.004897279416173163
55396,1,0.0064289178601780305
55397,1,0.010810082056487483
55398,1,0.012857588976815361
55399,1,0.01577351472961823
55400,1,0.010139153390392078
55401,1,0.015894268680600655
55402,1,0.014596443831106991
55403,1,0.009419009134929863
55404,1,0.00834939909352782
55405,1,0.007857134476223654
55406,1,0.006759550661654608
55407,1,0.0060613901516638705
55408,1,0.006120275887649421
55409,1,0.006243093772564294
55410,1,0.006257415201924426
55411,1,0.00623820470176772
55412,1,0.006158854039023846
55413,1,0.006121636313840012
55414,1,0.005981360929964896
55415,1,0.005927131627112621
55416,1,0.005875393985695253
55417,1,0.005826211406246671
55418,1,0.005760556743663005
55419,1,0.005750837432454483
55420,1,0.005736903547825884
55421,1,0.005639276267889815
55422,1,0.005642006286473351
55423,1,0.005643264646793622
55424,1,0.005696538887277029
55425,1,0.00569735435519213
55426,1,0.005845916530113458
55427,1,0.005990723532835037
55428,1,0.006604724126330291
55429,1,0.0066981986903144955
55430,1,0.006902368746550871
55431,1,0.006665651280259411
55432,1,0.006646760245008962
55433,1,0.00654578217449763
55434,1,0.006082939621515816
55435,1,0.005901783242881905
55436,1,0.006005411672813599
55437,1,0.005713129338830431
55438,1,0.0056172230191417725
55439,1,0.005582253820263162
55440,1,0.005563737120363016
55441,1,0.005611109595364373
55442,1,0.00574948149472091
55443,1,0.006114474760486617
55444,1,0.0069124604572836194
55445,1,0.0072843405481645826
55446,1,0.008140650810950511
55447,1,0.009209968426215267
55448,1,0.009401980709339895
55449,1,0.009676550403029428
55450,1,0.010179180276416159
55451,1,0.013707122504086221
55452,1,0.014655377431297939
55453,1,0.015975555928555058
55454,1,0.016470744620539917
55455,1,0.01682068078418393
55456,1,0.017238742059377667
55457,1,0.015123873987796802
55458,1,0.0195762999579203
55459,1,0.018823863980909693
55460,1,0.013647670572081699
55461,1,0.010202791802040432
55462,1,0.009236501033414782
55463,1,0.006022377812799434
55464,1,0.22019930956436978
55465,1,0.005697288376868328
55466,1,0.006108078414508173
55467,1,0.23012516279221046
55468,1,0.00628568856355608
55469,1,0.23539316077305383
55470,1,0.006759277483982502
55471,1,0.0070588521238041145
55472,1,0.006998969147263275
55473,1,0.007192874539136389
55474,1,0.007150996117295766
55475,1,0.00663020183414486
55476,1,0.007181722390523414
55477,1,0.0073801817971589365
55478,1,0.007503990099435217
55479,1,0.007559882403771799
55480,1,0.007488221289138488
55481,1,0.007445924590796882
55482,1,0.007171855910632812
55483,1,0.007183911962967842
55484,1,0.06546806967813609
55485,1,0.007191528566214148
55486,1,0.007111856186577602
55487,1,0.017612304462132824
55488,1,0.007160886240986445
55489,1,0.007011456602062234
55490,1,0.0070125239419459974
55491,1,0.006932915414579699
55492,1,0.007197037083175837
55493,1,0.007255174132572361
55494,1,0.007329604996934713
55495,1,0.007333300377113803
55496,1,0.007275594068365487
55497,1,0.0070061354776465145
55498,1,0.006669095403941479
55499,1,0.01226945832413824
55500,1,0.011122803597310124
55501,1,0.006076908786591963
55502,1,0.005723207994160959
55503,1,0.005798036174845213
55504,1,0.006843555027548264
55505,1,0.00696104160024586
55506,1,0.0072483063598772456
55507,1,0.007473072613788833
55508,1,0.007359251365083532
55509,1,0.007326894062079946
55510,1,0.007471785304959754
55511,1,0.00732729738577034
55512,1,0.007328461928868053
55513,1,0.007337248625645259
55514,1,0.007347959207779401
55515,1,0.007382699148784713
55516,1,0.007387493334581928
55517,1,0.007410479468650539
55518,1,0.020643505800202588
55519,1,0.010637848515739803
55520,1,0.0074134877960435825
55521,1,0.007398325240345628
55522,1,0.0074114172405053335
55523,1,0.007381135644481348
55524,1,0.007527020309575867
55525,1,0.007751872849307125
55526,1,0.007631202411082796
55527,1,0.00750740210196455
55528,1,0.007096056343176309
55529,1,0.006815507327595662
55530,1,0.0050094262590644366
55531,1,0.004915906413785872
55532,1,0.004846494549948367
55533,1,0.004817617199599595
55534,1,0.004973020919637735
55535,1,0.005117183292081303
55536,1,0.005943692492364292
55537,1,0.005696428215007882
55538,1,0.005860896114715839
55539,1,0.008080392419018962
55540,1,0.00928800342478825
55541,1,0.05049328262137197
55542,1,0.017128833440318878
55543,1,0.008978714547204492
55544,1,0.006630911238770187
55545,1,0.005505692688240877
55546,1,0.0059103497054961065
55547,1,0.006359582117597457
55548,1,0.006620345497075822
55549,1,0.0077374782144777705
55550,1,0.007831690893284884
55551,1,0.007104121118429353
55552,1,0.007043981236277398
55553,1,0.00722486955823126
55554,1,0.007279722698844642
55555,1,0.00729310237728849
55556,1,0.00742547744713134
55557,1,0.007453906297140207
55558,1,0.007602170201024852
55559,1,0.007639488063391743
55560,1,0.007564202761846338
55561,1,0.0067926579411030814
55562,1,0.006187516651514671
55563,1,0.004912502569462076
55564,1,0.004881041918734583
55565,1,0.004836946909702468
55566,1,0.0048791912654537455
55567,1,0.0054122483548480855
55568,1,0.006041144014294442
55569,1,0.005400085535439854
55570,1,0.005096586546553417
55571,1,0.005606556484273002
55572,1,0.006927483161109673
55573,1,0.01191637744269069
55574,1,0.016637465756331397
55575,1,0.021079352994536466
55576,1,0.014653749013872128
55577,1,0.00705309431241854
55578,1,0.0067875749749321795
55579,1,0.0063555464153470095
55580,1,0.005871435129876393
55581,1,0.005793825528260258
55582,1,0.005938746323027066
55583,1,0.006056405685710394
55584,1,0.006710443808276341
55585,1,0.006463875537992263
55586,1,0.006140686289232737
55587,1,0.006151914613884459
55588,1,0.006107879734717555
55589,1,0.006083988678881613
55590,1,0.00606762265605546
55591,1,0.005524955414923229
55592,1,0.005534990863574051
55593,1,0.005550711824882041
55594,1,0.00607496539240279
55595,1,0.006191359662690161
55596,1,0.00626267601837272
55597,1,0.006595342876651828
55598,1,0.006573365212844868
55599,1,0.006289722044292547
55600,1,0.005888919302728298
55601,1,0.005584223658324799
55602,1,0.005221683338838132
55603,1,0.0050197162562088974
55604,1,0.02864613204033393
55605,1,0.005136501373136728
55606,1,0.005655927980838301
55607,1,0.019849623796949007
55608,1,0.007416858855806859
55609,1,0.007497608549053615
55610,1,0.009196775168900453
55611,1,0.013144853938796037
55612,1,0.012398699537412804
55613,1,0.007740014789348409
55614,1,0.007334555306292724
55615,1,0.005721384364037638
55616,1,0.005946287238671505
55617,1,0.005983535618570587
55618,1,0.006086557591650509
55619,1,0.006478203326827091
55620,1,0.006539778404665649
55621,1,0.007611837714666901
55622,1,0.007620412341565829
55623,1,0.00732345842053107
55624,1,0.007247582332828179
55625,1,0.007170265056882474
55626,1,0.009733098849011787
55627,1,0.007511489173217223
55628,1,0.007001560481606722
55629,1,0.006756650514751552
55630,1,0.006682193204775555
55631,1,0.006569834102972506
55632,1,0.006578504148959614
55633,1,0.006577328196249649
55634,1,0.006688624022159945
55635,1,0.006912059185137908
55636,1,0.006894502783543763
55637,1,0.007210767086450575
55638,1,0.00739529299147214
55639,1,0.007400196373144937
55640,1,0.007410466400787247
55641,1,0.007548775017982923
55642,1,0.00757190120933818
55643,1,0.05617180903368782
55644,1,0.007635264747875597
55645,1,0.006890446365198743
55646,1,0.0067521120055427705
55647,1,0.007699582194301876
55648,1,0.00759398821570827
55649,1,0.0063565068116024255
55650,1,0.005883086082929968
55651,1,0.005617257866413677
55652,1,0.005155429705671041
55653,1,0.004936265113326575
55654,1,0.008114890895891276
55655,1,0.020912406505998824
55656,1,0.015601241454659433
55657,1,0.007696746319557792
55658,1,0.007338017724454526
55659,1,0.007034211262986998
55660,1,0.006791548830287306
55661,1,0.006591881187435541
55662,1,0.006221440455167665
55663,1,0.006167003721767964
55664,1,0.005848364192662093
55665,1,0.005828073692106623
55666,1,0.005849106859782554
55667,1,0.007152334448447979
55668,1,0.006602307178009959
55669,1,0.006325125367997606
55670,1,0.006101735157963981
55671,1,0.006054356996380586
55672,1,0.024345708741465855
55673,1,0.005860440894606075
55674,1,0.005730157639616625
55675,1,0.005717971115701965
55676,1,0.005704269422211723
55677,1,0.005711164755876793
55678,1,0.0057419429403286985
55679,1,0.00573251577861384
55680,1,0.005792249972604072
55681,1,0.00660305913761688
55682,1,0.006648153595558751
55683,1,0.006657278611473461
55684,1,0.00672368856021559
55685,1,0.0067338886719630784
55686,1,0.006765155603785338
55687,1,0.006887659375348257
55688,1,0.006730673122727938
55689,1,0.05481819646418324
55690,1,0.005309881585235397
55691,1,0.008830958656689718
55692,1,0.005512819865055859
55693,1,0.004997318402194836
55694,1,0.005032020495579239
55695,1,0.005155691670553888
55696,1,0.005309794750706306
55697,1,0.008217765647173296
55698,1,0.011640841442524204
55699,1,0.009403289014595648
55700,1,0.0324074412020763
55701,1,0.009338975925462428
55702,1,0.005689034158295566
55703,1,0.005403509678074474
55704,1,0.0053176336098399776
55705,1,0.005353429488667954
55706,1,0.005652625872143043
55707,1,0.00652223030252436
55708,1,0.007484853399653256
55709,1,0.0074099416608475145
55710,1,0.007250039668254053
55711,1,0.007095571679744681
55712,1,0.0072102583906979755
55713,1,0.0072577312019296795
55714,1,0.007261751550857114
55715,1,0.007276014097338707
55716,1,0.0072794073928983466
55717,1,0.0072793625259487535
55718,1,0.00720285905543858
55719,1,0.007194227338448286
55720,1,0.007174183518831973
55721,1,0.007230507108030153
55722,1,0.007374450176930595
55723,1,0.0075502240640204586
55724,1,0.007606138927313209
55725,1,0.007526331702225499
55726,1,0.007530519346046958
55727,1,0.007404943883366996
55728,1,0.009818953159172448
55729,1,0.009944314899412337
55730,1,0.007064372126837008
55731,1,0.0069101559966329605
55732,1,0.006825168918102507
55733,1,0.006020717717465249
55734,1,0.005759820394990091
55735,1,0.005808041751254634
55736,1,0.005254310197653351
55737,1,0.004879212858508441
55738,1,0.0049530211015848934
55739,1,0.005511367218823469
55740,1,0.006147616666071339
55741,1,0.020577789756722628
55742,1,0.031561282158749746
55743,1,0.022030733506918723
55744,1,0.006033211673939061
55745,1,0.005789087405592942
55746,1,0.0058640158536771535
55747,1,0.005906835784064838
55748,1,0.0061687343502008244
55749,1,0.006328665025840028
55750,1,0.006414705184970792
55751,1,0.0065580233998721715
55752,1,0.006712470699709064
55753,1,0.03214600387550391
55754,1,0.012085076919072298
55755,1,0.01963758226352
55756,1,0.006281676125783361
55757,1,0.005858193091837223
55758,1,0.005899125378997434
55759,1,0.005929281582130666
55760,1,0.005935937252741432
55761,1,0.052840042601882214
55762,1,0.006011244881953575
55763,1,0.005973957623369577
55764,1,0.011085611307458687
55765,1,0.006003039708112884
55766,1,0.011054195928973502
55767,1,0.011019099482757875
55768,1,0.0060475971206634185
55769,1,0.006209294296113688
55770,1,0.006289816756987846
55771,1,0.006374944054463547
55772,1,0.006562652544754925
55773,1,0.007282851349229851
55774,1,0.007411208659046449
55775,1,0.007409143108768079
55776,1,0.007419090320314154
55777,1,0.007163794451851723
55778,1,0.0069470351869337895
55779,1,0.005749735682448018
55780,1,0.005756229221624756
55781,1,0.005166782721602079
55782,1,0.005112011751271641
55783,1,0.004998322745451566
55784,1,0.011407622062756903
55785,1,0.011421133516849324
55786,1,0.011379566419050796
55787,1,0.021363384334349617
55788,1,0.013485452497709818
55789,1,0.01133955452985531
55790,1,0.00947421662447101
55791,1,0.008958181692729827
55792,1,0.008090532181375907
55793,1,0.007002703395485365
55794,1,0.0069022387339150735
55795,1,0.006637351119881579
55796,1,0.0058407101423341105
55797,1,0.005365250167075204
55798,1,0.004954924322246234
55799,1,0.005042659636401643
55800,1,0.005778434962482983
55801,1,0.006141625968742644
55802,1,0.006401778392362358
55803,1,0.006567329676231129
55804,1,0.006557055514021307
55805,1,0.006531924055421373
55806,1,0.006458935730696668
55807,1,0.006348535406877689
55808,1,0.006255616276302944
55809,1,0.006135926407108186
55810,1,0.006057278163070969
55811,1,0.006034174639494698
55812,1,0.005935008566558744
55813,1,0.005888303287453631
55814,1,0.005748767584700689
55815,1,0.005728808660504702
55816,1,0.005698629625239538
55817,1,0.005655276513024003
55818,1,0.005640043972614196
55819,1,0.0055967820699423425
55820,1,0.0056548880913250485
55821,1,0.005697770361620403
55822,1,0.005707702110981114
55823,1,0.005717536994873282
55824,1,0.005727185601474366
55825,1,0.04305434152467091
55826,1,0.00535396084455513
55827,1,0.005355841252335042
55828,1,0.005365140329394547
55829,1,0.005372508566058296
55830,1,0.005576906550361771
55831,1,0.005509843672294705
55832,1,0.009592237972122308
55833,1,0.025426702042858868
55834,1,0.0056304350521250044
55835,1,0.005600379477527468
55836,1,0.0055677398363101725
55837,1,0.005976424424428686
55838,1,0.005803149841171882
55839,1,0.005748230699633353
55840,1,0.00526197634718829
55841,1,0.005297228070071073
55842,1,0.005621919993054982
55843,1,0.005699373011044339
55844,1,0.006857403460418782
55845,1,0.007546678649064654
55846,1,0.009898021809374115
55847,1,0.011371282468645893
55848,1,0.010059547276942507
55849,1,0.020279043374670992
55850,1,0.043819797109600385
55851,1,0.010570684098663305
55852,1,0.06612253946490682
55853,1,0.014760675298099985
55854,1,0.014238377543500816
55855,1,0.013506166790356431
55856,1,0.007675004827526697
55857,1,0.005720898592071401
55858,1,0.0050362098449651975
55859,1,0.005700296852153929
55860,1,0.006231896274715989
55861,1,0.006759324538637547
55862,1,0.006875694857801864
55863,1,0.006961646009377179
55864,1,0.007228735887627579
55865,1,0.007174955992304678
55866,1,0.006721218122168182
55867,1,0.006566381404733207
55868,1,0.011139739589896945
55869,1,0.011208278866999186
55870,1,0.006525894558298138
55871,1,0.006511430000536643
55872,1,0.006525161207079978
55873,1,0.006540239846317882
55874,1,0.006630620960895395
55875,1,0.006651505410560407
55876,1,0.006691969701722028
55877,1,0.0067169945721568146
55878,1,0.006765354883782897
55879,1,0.006856794638048554
55880,1,0.006916091499300881
55881,1,0.007420120899312991
55882,1,0.007291201660737205
55883,1,0.007331055745581705
55884,1,0.007143052725877418
55885,1,0.007038432396261157
55886,1,0.00552143963916862
55887,1,0.005306217516030515
55888,1,0.0050707518088119385
55889,1,0.0050348358647189255
55890,1,0.005010198366338707
55891,1,0.005420245510481083
55892,1,0.005324920498192978
55893,1,0.005733202705725487
55894,1,0.006442713611209214
55895,1,0.01164172272973057
55896,1,0.012159531811093706
55897,1,0.01384516881654732
55898,1,0.016174784882302024
55899,1,0.01961650508473544
55900,1,0.019729818136977526
55901,1,0.04378886554188792
55902,1,0.03399733452875775
55903,1,0.01710694729519158
55904,1,0.0099982378269593
55905,1,0.007034286962772452
55906,1,0.006456734784331049
55907,1,0.006354982490786988
55908,1,0.006015147530697349
55909,1,0.005853668405958373
55910,1,0.005880169114355827
55911,1,0.005915577459254813
55912,1,0.005950629029997746
55913,1,0.005988938428538635
55914,1,0.005953265201707085
55915,1,0.005865892219354541
55916,1,0.005754143060549855
55917,1,0.005744815327332545
55918,1,0.005737130234977305
55919,1,0.00571543459496509
55920,1,0.00569190533253574
55921,1,0.0056719408227964676
55922,1,0.005664034425727138
55923,1,0.005667146899108516
55924,1,0.005697742066561928
55925,1,0.025242602494766366
55926,1,0.015295868544454704
55927,1,0.040425593918740586
55928,1,0.005771762970795243
55929,1,0.005782345539001353
55930,1,0.005777521887906447
55931,1,0.005753228700875441
55932,1,0.005765142682973365
55933,1,0.005781153728210161
55934,1,0.00620239085702095
55935,1,0.0063203919832869005
55936,1,0.006596098247327249
55937,1,0.006546451533580449
55938,1,0.006548250553902213
55939,1,0.006445502019116826
55940,1,0.006226339042475671
55941,1,0.005617689318073105
55942,1,0.005368876410577707
55943,1,0.005317463225986381
55944,1,0.0058830282784124305
55945,1,0.006733837230302746
55946,1,0.006799707458572839
55947,1,0.007892382846851469
55948,1,0.04790806070949282
55949,1,0.017005619550625323
55950,1,0.014666703764569463
55951,1,0.053638580113461856
55952,1,0.009192827536915558
55953,1,0.008180348536904693
55954,1,0.005390187658435152
55955,1,0.005292868934742957
55956,1,0.005993034153172359
55957,1,0.007055966248086628
55958,1,0.007365942408902682
55959,1,0.007448849395337884
55960,1,0.007374415476121501
55961,1,0.006686396791317916
55962,1,0.006640621478304669
55963,1,0.006525482244300424
55964,1,0.0065189897520701486
55965,1,0.006567850230228045
55966,1,0.006599433869194412
55967,1,0.006604426284798076
55968,1,0.006655232511809886
55969,1,0.0065877004458794255
55970,1,0.02711532554633718
55971,1,0.006900408863926856
55972,1,0.0069006716584090995
55973,1,0.006906541093801846
55974,1,0.006944155618050161
55975,1,0.007311546453041035
55976,1,0.007431901615263602
55977,1,0.00743420456375214
55978,1,0.007439130837435199
55979,1,0.007478309761473296
55980,1,0.007570117501172174
55981,1,0.007636804234938432
55982,1,0.0076197067863574015
55983,1,0.007451619489153278
55984,1,0.007389112139446513
55985,1,0.007286857826834352
55986,1,0.007200893132815825
55987,1,0.007077358235428059
55988,1,0.006951080750978327
55989,1,0.006793289818545298
55990,1,0.004858392206043133
